
Fecha;APORTA;;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2007-04-20;18.818,40;69341141083;18.853,45;143712207490;16.373,85;202333452157;30.896,94;23719341716;17.693,83;223932721287;17.392,73;75021261836
2007-04-21;18.818,40;69341141083;18.853,45;143712207490;16.373,85;202333452157;30.896,94;23719341716;17.693,83;223932721287;17.392,73;75021261836
2007-04-22;18.818,40;69341141083;18.853,45;143712207490;16.373,85;202333452157;30.896,94;23719341716;17.693,83;223932721287;17.392,73;75021261836
2007-04-23;18.841,28;68682750970;18.867,51;142414972835;16.388,06;202209298103;30.921,36;23741419914;17.704,76;221936187335;17.407,70;74649879401
2007-04-24;18.844,69;68703782441;18.871,05;142298450262;16.389,57;201580665732;30.927,97;23503482181;17.708,20;225057834237;17.409,89;74635650447
2007-04-25;18.852,97;68132657172;18.879,05;142047238003;16.394,10;201775654709;30.951,12;23525912432;17.710,20;223949452568;17.416,23;74697352443
2007-04-26;18.869,41;67901544528;18.901,13;142248462917;16.410,29;200628497365;30.977,09;23535862467;17.720,63;225442884543;17.429,18;74753672911
2007-04-27;18.880,78;67679403911;18.904,16;142364883303;16.453,59;201197235014;30.981,64;23550963841;17.730,64;228647435891;17.433,79;74773145111
2007-04-28;18.880,78;67679403911;18.904,16;142364883303;16.453,59;201197235014;30.981,64;23550963841;17.730,64;228647435891;17.433,79;74773145111
2007-04-29;18.880,78;67679403911;18.904,16;142364883303;16.453,59;201197235014;30.981,64;23550963841;17.730,64;228647435891;17.433,79;74773145111
2007-04-30;18.861,90;67534681446;18.896,62;142217711647;16.450,43;201164761412;30.962,95;23536756184;17.714,59;225251881486;17.424,63;74787431689
2007-05-01;18.861,90;67534681446;18.896,62;142217711647;16.450,43;201164761412;30.962,95;23536756184;17.714,59;225251881486;17.424,63;74787431689
2007-05-02;18.868,01;67490772654;18.901,11;142071608659;16.449,84;200457863656;30.980,24;23450029544;17.720,30;225548894921;17.423,19;74438208555
2007-05-03;18.892,73;67134893008;18.910,18;142022258793;16.469,89;200528225490;31.002,56;23337950200;17.727,13;224751921010;17.439,79;74476757943
2007-05-04;18.877,99;67503362957;18.889,00;141190178230;16.466,35;200420140083;30.983,93;23323919144;17.717,33;224429260274;17.421,41;74378577943
2007-05-05;18.877,99;67503362957;18.889,00;141190178230;16.466,35;200420140083;30.983,93;23323919144;17.717,33;224429260274;17.421,41;74378577943
2007-05-06;18.877,99;67503362957;18.889,00;141190178230;16.466,35;200420140083;30.983,93;23323919144;17.717,33;224429260274;17.421,41;74378577943
2007-05-07;18.876,51;67497695910;18.889,65;140887601397;16.448,56;200205361479;30.985,72;23307358858;17.710,66;220305235004;17.417,36;74297542236
2007-05-08;18.854,44;67341392666;18.856,86;140475084344;16.436,58;198743441746;30.934,11;23176952690;17.681,68;218478234612;17.387,25;73716280388
2007-05-09;18.851,61;67440596727;18.859,64;140431949005;16.426,38;198205791907;30.944,33;23184568014;17.681,75;218091689410;17.379,20;73730558124
2007-05-10;18.842,90;67500405938;18.856,89;139487482626;16.423,16;197829537323;30.928,73;23104008401;17.664,22;217773383865;17.369,00;73677790985
2007-05-11;18.847,95;67075740144;18.864,84;139268535099;16.428,33;197914162029;30.947,94;23073355257;17.674,01;223952350070;17.380,07;73728409585
2007-05-12;18.847,95;67075740144;18.864,84;139268535099;16.428,33;197914162029;30.947,94;23073355257;17.674,01;223952350070;17.380,07;73728409585
2007-05-13;18.847,95;67075740144;18.864,84;139268535099;16.428,33;197914162029;30.947,94;23073355257;17.674,01;223952350070;17.380,07;73728409585
2007-05-14;18.860,03;66921495799;18.880,99;139188695790;16.434,52;197975546211;30.974,76;23104597838;17.691,20;224316405198;17.393,16;73534036338
2007-05-15;18.807,71;66459339675;18.795,57;137963129930;16.390,01;197062438825;30.855,34;22975854532;17.629,91;225294646072;17.327,21;72987704219
2007-05-16;18.806,92;66570525913;18.789,78;137949508353;16.387,88;197286073426;30.836,20;22897995346;17.618,57;221242946697;17.320,50;73069135602
2007-05-17;18.809,80;68543332311;18.799,68;138086207208;16.392,80;196636085020;30.843,90;22912009812;17.618,01;221235367108;17.325,08;73121820688
2007-05-18;18.794,02;66300157747;18.762,95;137569004015;16.387,77;196462875350;30.793,99;22917327399;17.592,16;221332416500;17.303,42;73073433196
2007-05-19;18.794,02;66300157747;18.762,95;137569004015;16.387,77;196462875350;30.793,99;22917327399;17.592,16;221332416500;17.303,42;73073433196
2007-05-20;18.794,02;66300157747;18.762,95;137569004015;16.387,77;196462875350;30.793,99;22917327399;17.592,16;221332416500;17.303,42;73073433196
2007-05-21;18.794,02;66300157747;18.762,95;137569004015;16.387,77;196462875350;30.793,99;22917327399;17.592,16;221332416500;17.303,42;73073433196
2007-05-22;18.817,99;66472491563;18.788,35;137322832392;16.402,02;196724684434;30.817,92;22774669762;17.608,61;220746342896;17.321,23;73153469133
2007-05-23;18.794,08;66254699738;18.748,90;136652181829;16.386,23;196361794405;30.763,29;22752108628;17.581,02;216657856536;17.302,38;72839183129
2007-05-24;18.783,93;66322379660;18.741,57;136506201898;16.383,53;196187266725;30.754,27;22746133439;17.566,24;216462435729;17.287,16;72795826981
2007-05-25;18.791,11;66355611226;18.752,38;136199352327;16.388,47;196224218020;30.733,85;22636906526;17.578,39;220812720522;17.292,78;72884226334
2007-05-26;18.791,11;66355611226;18.752,38;136199352327;16.388,47;196224218020;30.733,85;22636906526;17.578,39;220812720522;17.292,78;72884226334
2007-05-27;18.791,11;66355611226;18.752,38;136199352327;16.388,47;196224218020;30.733,85;22636906526;17.578,39;220812720522;17.292,78;72884226334
2007-05-28;18.810,35;66339477917;18.778,86;136320883126;16.415,21;196447097055;30.739,05;22645637772;17.602,00;222814435993;17.309,50;72712098288
2007-05-29;18.810,41;66310561515;18.780,22;136340025336;16.421,77;197380170228;30.736,72;22645425274;17.601,36;228477768553;17.312,74;72728635443
